Ego ID	Sire ID	Dam ID	Departure	Sex	Birth	Death
24051	20485	19617		Male	2003-05-01	2013-01-02
24052	19387	18265		Female	2003-04-15	2004-03-24
24053	18927	16741		Female	2003-04-01	2004-10-10
24054	19136	16372		Male	2003-04-01	2012-05-08
24055	19616	20480		Male	2003-04-15	2012-01-24
24056	18937	16374		Male	2003-04-01	2012-01-12
24057	16754	17807		Male	2003-04-01	2007-08-07
24058	19387	18275		Female	2003-04-01	2005-07-02
24059	16747	15995		Male	2003-04-01	2005-02-01
24060	15990	21251		Male	2003-05-15	2012-09-25
24094		17259		Unknown	2003-12-19	2003-12-19
24188		20491		Female	2004-03-19	2004-03-19
24205		19388		Male	2004-04-02	2004-04-02
24300	16744	18251		Male	2004-05-20	2004-05-20
24337				Female	2004-05-11	2004-06-11
24388	16744	20493		Female	2004-06-21	2004-07-16
24459				Female	2004-06-19	2004-07-19
24532				Unknown	2004-07-28	2004-08-03
24533				Unknown	2004-07-28	2004-08-03
24546		20480		Female	2004-07-26	2004-08-11
24547	17803	14863		Female	2004-08-04	2007-11-26
24550	16744	20476		Male	2004-08-13	2004-08-31
24595	20468	17257		Male	2004-08-22	2004-08-29
24600				Unknown	2004-08-19	2004-09-08
24604				Unknown	2004-08-16	2004-09-11
24621		17802		Male	2004-08-15	2006-11-20
24622	16765	17807		Male	2004-05-08	2011-01-26
24624	21268	19403		Male	2003-12-01	2011-03-01
24625		18272		Male	2003-12-01	2006-01-05
24626	19895	17255		Male	2004-02-01	2014-12-19
24627		21277		Female	2004-07-15	2005-08-18
24630	20468	18938		Female	2004-02-01	2014-12-16
24631				Female	2004-06-01	2006-01-17
24632		22011		Male	2004-03-01	2004-12-22
24633	18937	16757		Male	2004-02-15	2011-03-03
24634	19887	21265		Male	2004-02-15	2011-01-18
24635	19387	17261		Female	2004-02-15	2013-03-08
24638		18258		Female	2003-12-01	2005-07-21
24639	19136	16760		Female	2004-01-01	2018-05-23
24641	19887	17252		Female	2004-07-15	2004-10-16
24642		18253		Male	2004-04-08	2005-07-28
24643		14853		Female	2004-05-08	2005-01-03
24644		21257		Male	2004-02-01	2005-07-26
24647	19615	18262		Female	2004-05-08	2012-11-29
24649		19904		Male	2003-12-01	2005-07-19
24650		22020		Female	2004-04-08	2006-01-04
24651	18929	20477		Female	2004-07-15	2012-11-19
24653	16754	22000		Female	2004-05-08	2013-05-14
24654		20473		Male	2004-04-08	2005-08-03
24655	19851	20467		Male	2004-02-15	2014-02-03
24656		20469		Male	2004-05-08	2005-08-16
24657		21284		Male	2004-08-15	2005-08-23
24658		16372		Female	2004-03-08	2006-01-05
24659	20468	17260		Female	2004-01-01	2017-04-28
24660	18929	16741		Male	2004-07-15	2014-11-15
24661		21263		Female	2004-03-08	2005-07-27
24662		20497		Male	2004-04-08	2005-08-04
24663	19387	17798		Male	2004-01-01	2012-01-26
24666		21279		Female	2004-04-08	2005-08-11
24667	19616	21994		Male	2004-06-01	2008-10-03
24668	16747	17789		Male	2003-12-01	2011-06-22
24669		19899		Female	2004-01-15	2006-11-20
24671	19851	16374		Female	2004-04-08	2017-03-01
24672	20468	17242		Male	2004-04-08	2011-12-06
24673		21252		Female	2003-12-01	2005-07-20
24750				Male	2004-09-01	2005-01-07
24890	18922	21262		Male	2005-04-19	2005-04-19
24900				Female	2005-04-26	2005-04-26
24917	16744	20483		Female	2005-05-09	2005-05-09
24987	16744	20491		Male	2005-05-25	2005-05-25
24990	19387	21251		Female	2005-05-14	2005-06-21
24991	18922	20474		Male	2005-05-04	2005-06-14
25041				Male	2005-06-01	2005-06-09
25044	19387	21247		Male	2005-06-02	2005-07-06
25048	18270	20479		Female	2005-06-15	2005-06-15
25056	18922	20496		Male	2005-06-12	2005-07-13
25117				Female	2005-07-22	2005-07-22
25118				Male	2005-06-15	2005-07-02
25121				Unknown	2005-03-01	2005-03-07
25132	18927	21265		Male	2005-07-12	2005-08-10
25189	19387	20469		Female	2005-07-23	2005-08-03
25191				Male	2005-07-26	2005-07-29
25236	19387	21252		Female	2005-07-23	2005-08-24
25237	18922	18258		Male	2005-07-29	2005-08-30
25367				Female	2005-08-08	2005-09-16
25439	19616	22718		Female	2005-06-01	2006-10-10
25441	20475	22736		Female	2005-09-01	2006-01-15
25442	19887	21997		Male	2005-05-01	2006-10-06
25443	22003	22717		Male	2004-11-01	2006-09-21
25445	19887	16372		Female	2005-09-01	2006-01-11
25447	19390	20467		Male	2005-03-15	2011-03-02
25448	21244	20481		Female	2005-05-15	2005-10-29
25449	19887	22018		Male	2004-12-15	2006-10-18
25451	19136	22000		Male	2005-03-01	2006-10-12
25452	21272	21993		Male	2005-01-15	2006-12-07
25453	20468	17257		Female	2005-03-15	2006-09-27
25454	21995	19617		Male	2005-01-15	2006-12-07
25455	19851	17789		Male	2004-11-01	2012-01-19
25456	21268	17795		Male	2004-11-01	2006-09-19
25458	19616	21988		Male	2005-02-15	2006-12-07
25459	19887	16757		Male	2004-12-15	2012-01-23
25460	19616	17245		Male	2004-12-15	2007-05-08
25461	18931	22705		Female	2005-02-15	2018-02-05
25462	20468	17791		Male	2004-12-15	2006-09-13
25463	20468	17798		Female	2005-03-15	2018-01-19
25464	19887	22712		Male	2005-05-15	2006-02-02
25465	20487	17255		Female	2005-02-15	2005-11-26
25466	21272	22702		Male	2004-11-01	2006-09-20
25468	21261	20478		Male	2004-11-01	2006-09-22
25469	20487	17785		Female	2004-11-01	2005-10-20
25471	19851	22021		Male	2005-01-15	2006-08-12
25472	19615	18262		Female	2005-04-15	2011-01-05
25473	20468	17260		Female	2004-12-15	2012-08-02
25474	19890	21281		Male	2005-02-15	2013-12-21
25475	19887	21987		Male	2005-03-01	2011-03-04
25476	16754	22022		Female	2005-03-01	2017-07-20
25477	21272	21246		Male	2004-12-15	2012-01-18
25478	21244	20480		Female	2004-12-15	2009-12-04
25480	21273	18938		Male	2005-05-15	2005-10-13
25481	16378	22001		Male	2005-04-15	2006-09-28
25557		17255		Male	2006-01-31	2006-01-31
25613	19136	21252		Female	2006-04-05	2006-04-05
25615	19136	20469		Female	2006-04-06	2006-04-06
25621	19136	19904		Male	2006-04-11	2006-04-11
25624	19387	21263		Female	2006-04-10	2006-04-15
25630		20490		Female	2006-04-17	2006-04-17
25637		21251		Male	2006-04-12	2006-05-11
25638		21277		Male	2006-04-07	2006-05-10
25642		21281		Female	2006-04-24	2006-04-24
25644		20476		Female	2006-04-25	2006-04-25
25646		18253		Male	2006-04-25	2006-04-27
25647	18922	21265		Female	2006-04-26	2006-04-26
25651		20477		Male	2006-04-27	2006-04-27
25655		21989		Male	2006-04-28	2006-04-28
25665		18940		Male	2006-05-01	2006-05-01
25670		19388		Male	2006-05-03	2006-05-03
25671	22015	22735		Female	2006-05-04	2006-05-04
25674		18251		Male	2006-05-05	2006-05-05
25677		21282		Male	2006-05-08	2006-05-08
25686		20486		Female	2006-05-12	2006-05-12
25701		20483		Male	2006-05-15	2006-05-15
25702		17795		Female	2006-05-16	2006-05-16
25729	18922	20497		Female	2006-05-05	2006-06-05
25730	18922	21262		Male	2006-04-24	2006-05-25
25731	18922	20496		Male	2006-05-09	2006-06-08
25732	18922	21279		Male	2006-05-08	2006-06-07
25733		21284		Male	2006-05-18	2006-05-18
25735		21247		Female	2006-05-19	2006-05-19
25752		21996		Male	2006-06-05	2006-06-05
25776				Male	2006-05-29	2006-05-31
25781		21994		Female	2006-06-02	2006-06-02
25792		19899		Male	2006-06-07	2006-06-07
25795		18938		Male	2006-06-09	2006-06-09
25804		20493		Female	2006-06-12	2006-06-12
25807		21988		Female	2006-06-13	2006-06-13
26114	21564	21572		Male	2006-08-18	2010-06-15
26173	19887	18272		Male	2006-03-06	2013-02-20
26174	21244	17807		Male	2006-04-15	2008-11-30
26176	21261	20481		Female	2006-03-15	2017-03-01
26186				Male	2006-06-01	2007-03-12
26188	21272	23316		Male	2006-04-15	2014-01-06
26189	17801	23315		Male	2006-03-15	2007-11-09
26190	19887	22019		Male	2006-02-15	2011-06-29
26193	19887	22703		Male	2006-02-15	2011-06-30
26195	21272	23312		Female	2006-05-15	2017-01-30
26196	20485	22733		Male	2006-06-01	2012-08-26
26197		23304		Male	2006-04-15	2007-02-02
26198	22003	21246		Male	2006-03-15	2011-06-29
26199	22697	17789		Female	2006-03-15	2017-09-15
26201	17801	16757		Male	2006-01-15	2010-07-13
26202	19887	22736		Male	2006-04-15	2011-07-13
26203	21244	19891		Male	2006-04-15	2014-04-02
26205	19887	17260		Male	2006-03-15	2011-07-14
26225		16372		Unknown	2006-12-05	2006-12-05
26278		20490		Female	2007-02-13	2007-02-13
26279		22702		Female	2007-02-16	2007-02-16
26284		22000		Male	2007-03-02	2007-03-02
26286		17795		Female	2007-03-06	2007-03-06
26317		21279		Female	2007-03-08	2007-03-08
26323		20486		Female	2007-03-14	2007-03-14
26326		20478		Male	2007-03-15	2007-03-15
26334		19388		Female	2007-03-21	2007-03-21
26336		20476		Female	2007-03-22	2007-03-22
26340		20483		Female	2007-03-28	2007-03-28
26347		20493		Female	2007-04-03	2007-04-03
26348		22018		Female	2007-02-28	2008-04-21
26349		20469		Male	2007-03-20	2008-04-21
26355		18940		Male	2007-04-11	2007-04-11
26358		18253		Female	2007-04-17	2007-04-17
26371		20462		Male	2007-04-27	2007-04-27
26388		19899		Female	2007-04-08	2008-04-22
26389		21251		Male	2007-04-09	2008-04-23
26390		21252		Male	2007-04-09	2008-04-24
26393		21996		Female	2007-05-11	2007-05-11
26398		18926		Female	2007-05-15	2007-05-15
26399		22717		Female	2007-05-05	2008-06-02
26409		20473		Female	2007-04-21	2008-04-24
26410		19904		Male	2007-04-24	2008-04-25
26411		21263		Male	2007-05-14	2008-06-04
26414		18938		Male	2007-04-22	2008-04-25
26415		21989		Male	2007-04-25	2008-06-02
26416		20477		Female	2007-05-06	2008-06-03
26417		21997		Female	2007-05-06	2008-06-03
26445		20495		Female	2007-06-08	2007-06-08
26493				Unknown	2007-06-23	2007-06-23
26497		21281		Male	2007-05-25	2008-06-05
26498		19619		Female	2007-05-29	2008-06-06
26586		21265		Male	2007-07-11	2007-07-19
26637				Female	2007-05-18	2007-07-20
26705		20479		Female	2007-07-11	2008-08-05
26756		21277		Male	2007-08-02	2008-08-06
26871	22697	17785		Male	2007-01-01	2011-07-18
26872	21999	22536		Male	2007-03-01	2013-10-08
26874	21986	22724		Male	2007-04-15	2007-12-28
26875	21280	23214		Male	2007-04-15	2008-04-22
26877	22697	17791		Male	2007-01-01	2011-07-14
26879	22017	20467		Male	2007-02-01	2018-04-17
26880	21244	18921		Male	2007-02-15	2013-12-21
26881	19887	23312		Male	2007-05-01	2011-07-05
26882	21272	17789		Male	2007-04-15	2008-04-23
26883	22725	19403		Male	2007-01-15	2014-12-09
26884	21995	22727		Male	2007-04-15	2018-04-27
26885	16765	22011		Female	2007-05-15	2008-06-04
26886	22697	17788		Male	2007-04-15	2011-07-06
26888	21278	16757		Male	2007-04-01	2016-12-05
26890	22697	21987		Male	2007-04-15	2015-02-03
26891	21273	23139		Male	2007-04-01	2014-07-28
26892	21986	23303		Female	2007-05-15	2008-06-05
26893	22697	23304		Male	2007-05-15	2011-07-01
26895	21254	23317		Female	2007-05-01	2008-01-16
26897	16754	22022		Male	2007-04-15	2011-07-11
26902	21274	17260		Male	2007-03-01	2014-08-03
26957		22702		Female	2008-02-20	2008-02-20
26959		21996		Male	2008-02-27	2008-02-27
26982		22711		Female	2008-03-13	2008-03-13
26984		20478		Female	2008-03-14	2008-03-14
27022		21247		Female	2008-04-01	2008-04-01
27059		20495		Female	2008-04-10	2008-04-10
27067		22000		Male	2008-04-15	2008-04-15
27071		18938		Male	2008-04-16	2008-04-16
27075		20473		Male	2008-04-18	2008-04-18
27108		18253		Male	2008-04-29	2008-04-29
27123		21252		Female	2008-04-30	2008-04-30
27126		21262		Male	2008-05-01	2008-05-01
27132		20486		Female	2008-04-02	2009-06-18
27136		19388		Female	2008-05-04	2008-05-04
27139		20474		Male	2008-05-06	2008-05-06
27153		21257		Female	2008-05-12	2008-05-12
27154		20496		Male	2008-05-12	2008-05-12
27174		22724		Female	2008-05-20	2008-05-20
27177		19904		Male	2008-05-21	2008-05-21
27178		23316		Female	2008-05-22	2008-05-22
27192				Female	2008-05-24	2008-05-24
27210		22018		Male	2008-04-30	2009-06-16
27224		21251		Male	2008-06-04	2008-06-23
27236		21279		Male	2008-06-08	2009-08-04
27237		18258		Female	2008-06-07	2009-06-19
27238		20497		Female	2008-05-26	2009-06-17
27248		22703		Female	2008-06-07	2009-06-18
27249		19899		Female	2008-06-03	2009-08-03
27319		22717		Male	2008-07-01	2008-07-01
27324		21265		Male	2008-07-03	2008-07-03
27327		22011		Male	2008-07-07	2008-07-07
27384		19619		Female	2008-07-11	2008-07-11
27388				Male	2008-06-19	2008-07-14
27389				Female	2008-06-19	2008-07-14
27399		20476		Male	2008-06-22	2009-08-06
27400		18940		Female	2008-06-19	2009-08-05
27483		20469		Male	2008-07-14	2009-08-07
27489				Female	2008-07-15	2008-08-19
27561	23335	24629		Female	2008-08-08	2015-11-23
27564		23315		Female	2008-05-08	2009-04-23
27565		21987		Male	2008-06-08	2009-08-04
27566		21246		Male	2008-06-08	2009-08-03
27567		20467		Male	2008-06-08	2009-06-16
27568		22695		Female	2008-06-08	2009-06-17
27569	24033	22019		Male	2008-06-08	2009-04-27
27570		24637		Female	2008-06-08	2009-08-07
27571	21273	24645		Male	2008-06-08	2009-06-03
27572		24671		Female	2008-06-08	2009-08-05
27573		22021		Male	2008-06-08	2009-06-15
27574	22730	18921		Male	2008-06-08	2013-01-07
27616	22697	16757		Female	2008-05-08	2008-12-12
27619	21986	24652		Male	2008-07-15	2015-02-03
27622	21999	22736		Male	2008-02-01	2013-02-04
27623		23337		Male	2008-02-01	2009-02-04
27624	16759	17787		Female	2008-02-01	2014-02-13
27625		17799		Female	2008-02-01	2009-03-30
27626	21999	16372		Female	2008-03-01	2016-11-28
27627	22697	17252		Male	2008-03-01	2016-12-27
27628	22697	17260		Male	2008-03-01	2012-06-04
27629	22730	19891		Male	2008-03-01	2014-10-05
27630	23331	18272		Male	2008-03-01	2012-12-28
27633	21995	19905		Male	2008-03-01	2013-12-03
27635	22725	17789		Male	2008-03-01	2011-07-15
27636	22697	19403		Male	2008-02-01	2011-07-01
27637				Female	2008-03-01	2008-12-04
27639	22697	17788		Male	2008-02-15	2014-12-08
27640	22697	17785		Female	2008-03-01	2013-11-13
27641	23332	17791		Male	2008-03-15	2011-07-15
27642	23319	24628		Female	2008-03-15	2011-06-06
27698		22718		Female	2010-03-23	2010-03-23
27711				Female	2009-07-15	2009-08-05
27854		20478		Female	2009-04-14	2009-04-14
27932		22724		Female	2009-04-30	2009-04-30
27933		20474		Female	2009-04-30	2009-04-30
27934		17795		Male	2009-05-01	2009-05-01
27952		22702		Female	2009-04-01	2010-05-21
27965		20477		Female	2009-05-12	2009-05-12
27996		21263		Female	2009-04-17	2010-05-24
28013		19619		Male	2009-04-29	2010-05-27
28014		20479		Male	2009-04-23	2010-05-25
28020		22000		Female	2009-04-27	2010-05-26
28031				Male	2009-04-01	2009-05-30
28057		20497		Male	2009-06-04	2009-06-04
28109		22715		Male	2009-05-12	2010-05-27
28110		22711		Female	2009-05-20	2010-05-28
28111		20473		Male	2009-06-19	2009-06-19
28145		23316		Female	2009-05-23	2009-11-19
28146		22011		Male	2009-05-24	2010-05-28
28172		21257		Female	2009-05-30	2010-08-23
28195				Female	2009-07-03	2009-07-03
28201		21251		Female	2009-06-05	2010-08-24
28228		21265		Female	2009-07-09	2009-07-09
28287				Female	2009-07-18	2009-07-19
28302				Female	2009-07-23	2009-07-23
28329				Female	2009-07-23	2009-07-24
28357	24026	22019		Female	2009-07-19	2009-08-10
28358	24026	20467		Male	2009-07-25	2009-08-02
28359		22018		Male	2009-08-04	2009-08-04
28360		21996		Female	2009-07-05	2010-08-24
28422	24026	24645		Male	2009-08-18	2010-05-27
28423	24646	22695		Male	2009-08-20	2010-05-18
28424	24026	21987		Female	2009-08-06	2014-09-26
28537				Female	2009-05-27	2009-09-27
28563		21246		Male	2009-09-07	2010-08-26
28568	24056	23329		Male	2009-02-01	2011-07-25
28569	24033	20481		Male	2009-03-01	2011-07-25
28573	24033	25467		Male	2009-03-01	2015-02-04
28574	21999	23337		Female	2009-01-01	2016-06-04
28578	22697	25478		Male	2009-02-01	2010-08-17
28579	16759	24664		Male	2009-03-01	2010-08-17
28580	21999	24659		Male	2009-03-01	2015-02-04
28581	24033	23312		Female	2009-01-01	2014-11-28
28583	21999	17260		Male	2009-02-01	2010-05-18
28584	23335	18921		Female	2009-08-01	2018-05-25
28585	23328	25457		Male	2009-08-01	2011-07-27
28586	21273	25444		Male	2009-05-01	2010-05-18
28587	24033	22022		Male	2009-04-01	2011-07-27
28589	24033	17788		Male	2009-03-01	2010-08-18
28590	23332	24623		Male	2009-02-01	2010-08-18
28591	24033	18262		Female	2008-10-01	2014-10-03
28592	22697	19403		Male	2008-12-01	2011-07-29
28593	24056	19617		Female	2009-03-01	2015-10-26
28595	22697	23214		Male	2008-11-01	2011-07-29
28596		21284		Female	2009-09-13	2010-08-25
28611		21277		Female	2009-09-18	2010-08-26
28705		21989		Unknown	2009-11-26	2009-11-26
28728		20479		Unknown	2010-01-20	2010-01-20
28789		20467		Male	2010-03-24	2010-03-24
28887		20491		Female	2010-04-14	2010-04-14
28900		22011		Male	2010-04-18	2010-04-18
28933		20474		Female	2010-05-08	2010-05-08
28999		22702		Male	2010-05-19	2010-05-19
29001		20490		Female	2010-05-20	2010-05-20
29002		20496		Female	2010-04-22	2011-07-05
29006		21994		Female	2010-05-20	2010-05-20
29007		21994		Unknown	2010-05-20	2010-05-20
29056		23303		Male	2010-04-27	2010-08-17
29075		20478		Male	2010-04-30	2011-07-05
29076		22018		Male	2010-04-29	2011-07-06
29098		22717		Male	2010-05-16	2011-07-08
29099		22724		Male	2010-05-06	2011-08-02
29113		21252		Male	2010-05-09	2011-08-02
29114		19619		Male	2010-06-09	2010-06-09
29115		21262		Female	2010-06-10	2010-06-10
29120		25461		Male	2010-05-06	2010-06-10
29163	24026	24645		Female	2010-05-22	2011-07-07
29164	24026	23315		Male	2010-05-24	2011-07-08
29173				Male	2010-06-02	2010-06-23
29178		25479		Female	2010-06-24	2010-06-24
29189		20469		Male	2010-05-31	2011-08-03
29195	24026	24637		Male	2010-06-05	2011-07-06
29200				Female	2010-07-04	2010-07-06
29285		21265		Female	2010-06-19	2011-08-05
29309		22715		Male	2010-07-02	2011-08-03
29310		23316		Female	2010-06-29	2011-08-05
29388		21279		Male	2010-07-15	2011-08-04
29508		26192		Male	2010-07-13	2010-12-31
29509	20485	24623		Male	2010-07-28	2014-06-10
29537				Male	2010-06-08	2010-09-08
29732	22697	24652		Male	2010-04-28	2016-03-18
29736	19890	25476		Female	2010-07-01	2015-05-23
29738	21999	25473		Male	2010-02-01	2014-06-12
29739	21999	24628		Male	2010-04-28	2014-07-29
29741	22697	17788		Female	2010-02-01	2015-10-26
29742	16759	17799		Male	2010-05-01	2011-03-16
29750	21999	19398		Female	2010-02-01	2011-04-08
29752	24045	23329		Male	2010-03-01	2011-01-29
29755	22697	18272		Male	2009-11-01	2014-10-30
29756	24670	22536		Male	2009-11-01	2015-08-17
29759	24056	23337		Male	2010-03-01	2014-06-13
29761	23328	20481		Female	2010-05-28	2014-11-13
29808	24646	22695		Male	2011-01-18	2011-01-18
29917	21256	21251		Female	2011-03-22	2011-03-22
29963		19619		Female	2011-04-06	2011-04-06
30008				Male	2011-04-21	2011-04-22
30010	23311	21257		Female	2011-04-22	2014-03-06
30036	21256	21277		Male	2011-05-05	2011-05-05
30042		22019		Female	2011-04-07	2012-05-16
30155		21284		Male	2011-04-14	2014-07-07
30163	21256	20469		Female	2011-05-18	2011-05-18
30164		20490		Male	2011-05-19	2011-05-19
30176				Female	2011-05-07	2011-05-20
30181		25463		Female	2011-04-28	2014-07-08
30207	22023	24639		Female	2011-05-01	2016-03-21
30208	25450	22723		Male	2011-05-18	2014-09-29
30209	24670	18921		Male	2011-05-01	2015-01-13
30210	22697	23139		Male	2011-04-15	2014-07-30
30211	22023	26200		Male	2011-05-18	2015-01-09
30212	22023	25461		Male	2011-05-01	2015-01-07
30217	24670	26176		Female	2011-05-13	2017-03-14
30224		22711		Male	2011-05-11	2014-07-09
30292		22703		Male	2011-06-03	2014-07-14
30339		23315		Male	2011-06-10	2014-07-15
30340		22724		Male	2011-06-13	2012-07-13
30397	21278	24623		Female	2011-06-22	2014-07-23
30398		26204		Male	2011-06-24	2014-07-16
30399	21278	24653		Female	2011-06-28	2014-07-23
30403		20478		Female	2011-07-28	2011-07-28
30404		24671		Male	2011-08-01	2011-08-01
30493		25479		Male	2011-07-11	2013-04-19
30538	21278	25444		Female	2011-07-21	2014-10-20
30586		24645		Female	2011-08-06	2014-10-21
30637		20467		Female	2011-08-17	2014-10-22
30638		21262		Female	2011-08-16	2014-10-27
30639		24637		Male	2011-08-17	2014-10-15
30726		23316		Male	2011-09-03	2014-10-16
30727		21279		Female	2011-09-05	2014-10-28
30734		21265		Female	2011-09-16	2014-10-29
30758	24665	26889		Male	2011-06-07	2016-03-11
30760	21995	26876		Female	2011-06-20	2012-10-03
30763	25450	24659		Male	2011-07-01	2015-02-04
30764	24041	24647		Male	2011-07-15	2018-03-02
30772	24665	22736		Male	2011-07-01	2012-04-23
30773	24023	24628		Male	2011-06-07	2012-08-20
30776	24041	26894		Male	2011-08-01	2016-04-15
30778	25450	23337		Female	2011-08-01	2014-01-26
30780	21995	20481		Male	2011-06-07	2016-02-25
30782	22023	19398		Female	2011-06-20	2012-02-12
30783	23330	26899		Male	2011-06-07	2015-01-13
30784	22023	17789		Male	2011-06-07	2014-12-29
30858		19904		Male	2012-02-15	2012-02-15
30869	21256	22717		Female	2012-02-21	2012-02-21
30870	21256	22018		Female	2012-02-22	2012-02-22
30871		20469		Male	2012-02-23	2012-02-23
30959		21251		Female	2012-03-08	2012-03-08
30968		21277		Female	2012-03-13	2012-03-13
30969		21263		Male	2012-03-14	2012-03-14
30980		24648		Male	2012-02-25	2015-06-15
30990		21252		Male	2012-03-29	2012-03-29
30999	21256	20478		Male	2012-04-05	2012-04-05
31001		20473		Male	2012-04-06	2012-04-06
31002	21256	19899		Female	2012-04-09	2012-04-09
31003		20476		Male	2012-04-10	2012-04-10
31004		21247		Female	2012-04-11	2012-04-11
31028		26187		Male	2012-03-06	2015-06-02
31093		26873		Female	2012-03-22	2015-06-03
31114		24664		Male	2012-04-01	2015-06-08
31146		20496		Female	2012-05-14	2012-05-14
31147	21256	22718		Male	2012-05-15	2012-05-15
31172		26898		Male	2012-05-18	2012-05-18
31176		24652		Female	2012-04-18	2015-06-09
31177		26878		Male	2012-04-25	2015-06-10
31206		22695		Male	2012-04-28	2012-09-09
31214		22724		Female	2012-06-05	2012-06-05
31228		22715		Male	2012-05-09	2013-04-10
31247		22019		Female	2012-06-13	2012-06-13
31253		18921		Male	2012-06-07	2012-06-07
31266		24671		Female	2012-05-13	2015-06-01
31267		26194		Male	2012-05-14	2015-06-16
31274		21246		Male	2012-06-18	2012-06-22
31279		21284		Male	2012-06-27	2012-06-27
31280		21257		Male	2012-06-28	2012-06-28
31341		27634		Female	2012-06-28	2012-06-28
31347	24646	22702		Male	2012-06-05	2015-09-14
31408				Male	2012-07-14	2012-07-14
31460				Male	2012-07-27	2012-07-27
31461		25473		Female	2012-07-29	2012-07-29
31479		25467		Female	2012-07-02	2015-09-15
31480		26172		Male	2012-07-05	2015-09-16
31507		24623		Female	2012-07-16	2015-09-21
31508	24646	21997		Female	2012-07-21	2015-09-22
31509	24646	21996		Male	2012-07-17	2013-11-20
31512		21262		Female	2012-08-22	2012-08-22
31522	22697	20481		Female	2012-06-21	2015-04-10
31571		22536		Male	2012-08-23	2012-08-25
31630				Female	2012-08-14	2012-09-06
31633		26175		Male	2012-06-08	2012-09-11
31700		25463		Male	2012-08-22	2015-09-28
31701		23315		Female	2012-08-30	2015-09-29
3181				Female	1967-04-18	1967-06-09
3182				Male	1967-04-18	1967-04-18
31836		23139		Female	2012-07-15	2012-12-26
31849	23330	19403		Male	2012-06-13	2016-02-19
3185		1758	1976-11-03	Female	1967-04-19	
31851	24665	26200		Male	2012-05-24	2016-12-27
31852	24665	22723		Female	2012-05-24	2014-03-07
31853	25450	18262		Female	2012-05-24	2013-05-20
31854	23328	23214		Male	2012-05-24	2016-02-19
31869	25470	27632		Female	2012-05-24	2015-10-27
31871	24655	26176		Female	2012-05-24	2018-04-26
31872	22023	17807		Male	2012-05-24	2016-02-25
31873	25450	23304		Male	2012-05-24	2015-09-23
31875	25450	26195		Female	2012-05-24	2017-03-17
31876	22023	19617		Female	2012-05-24	2013-01-02
31917		24637		Female	2013-02-26	2013-02-26
31918	21256	22717		Male	2013-02-27	2013-02-27
31926		22724		Male	2013-03-06	2013-03-06
31927		21277		Male	2013-03-07	2013-03-07
3195		1718		Female	1967-04-26	1986-04-02
31962		23139		Unknown	2013-03-19	2013-03-19
3199		1726	1982-04-27	Female	1967-04-28	
3200		1744		Female	1967-04-29	1981-10-22
32016		24653		Unknown	2013-03-31	2013-03-31
3202		1724	1982-04-27	Female	1967-04-30	
32021		20496		Male	2013-04-09	2013-04-09
32051		22736		Male	2013-04-15	2013-04-15
32085		26187		Male	2013-04-25	2013-04-25
32125		26898		Male	2013-05-04	2013-05-08
32126				Male	2013-05-07	2013-05-08
3213		1740		Female	1967-05-05	1994-12-07
32138	26191	26894		Male	2013-05-08	2015-09-24
32144	26203	17789		Male	2013-05-13	2013-05-13
32148	27633	24628		Male	2013-04-30	2015-09-25
32149	25450	24659		Male	2013-05-11	2015-11-12
32150	27633	25461		Male	2013-04-30	2015-06-23
32153	25450	26889		Male	2013-05-12	2013-06-23
32158	21256	22018		Male	2013-05-22	2013-05-22
32159	22722	26194		Male	2013-05-23	2013-05-23
32160		26873		Female	2013-05-24	2013-05-24
32165	26902	18272		Male	2013-05-18	2013-05-18
3217		1743		Female	1967-05-07	1994-04-23
32181		20473		Female	2013-05-23	2013-05-23
32183		24645		Female	2013-05-29	2013-05-29
32184		21246		Male	2013-05-30	2013-05-30
32185				Female	2013-05-24	2013-05-24
32203		24648		Female	2013-06-04	2013-06-04
32204	21256	19899		Female	2013-06-06	2013-06-06
32205		21263		Male	2013-06-03	2013-11-01
32210	21256	22718		Female	2013-05-25	2013-05-30
3223		1767		Male	1967-05-10	1977-06-10
32230	22722	25444		Male	2013-05-11	2013-11-07
32231		22715		Male	2013-06-12	2013-06-12
32254		22019		Female	2013-05-18	2013-11-14
32307				Female	2013-07-03	2013-07-03
32308		22705		Female	2013-07-03	2013-07-03
32316				Female	2013-07-07	2013-07-10
3232		1759	1982-04-27	Female	1967-05-14	
3233		1750		Female	1967-05-15	1977-07-27
32337		28591		Male	2013-07-08	2013-11-18
32360				Male	2013-07-26	2013-07-26
3246		1747		Female	1967-05-24	1987-08-10
32505		23315		Female	2013-08-14	2013-08-14
32604				Male	2013-08-13	2013-08-14
32626				Male	2013-06-01	2013-08-16
32628	26203			Female	2013-06-05	2013-08-19
32634				Female	2013-08-23	2013-08-23
32641				Unknown	2013-08-09	2013-08-23
32642		22711		Male	2013-08-24	2013-08-24
32643		28575		Male	2013-07-28	2013-08-25
32737		27561		Female	2013-08-14	2013-09-30
32912	22719	17257		Female	2013-05-21	2018-04-11
32914	26884	28584		Female	2013-06-25	2015-07-02
32915	27633	23337		Male	2013-06-01	2016-12-19
32919	27633	24636		Male	2013-06-15	2015-11-19
32921	25450	25446		Male	2013-06-15	2014-05-28
32922	24665	17807		Male	2013-06-25	2013-11-20
32923	26203	25457		Male	2013-06-01	2014-01-11
